"lon","lat","sampleid","SecondaryLabel","PLOTID","EMAIL","Confidence","ConfidenceReasoning","LC2000","ForestType2000","NonForestType2000","CropType2000","LC2018end","forestChangeEvent","Change1year","ChangeType1","DegradationDriver1","LossDriver1","SecondForestChangeEvent","Change2year","ChangeType2","DegradationDriver2","LossDriver2","ThirdForestChangeEvent","Change3year","ChangeType3","DegradationDriver3","LossDriver3","morethan3forestchanges","DescribeExtraChanges","ForestType2018","NonForestType2018","CropType2018","mixedLCpixel"
120.8549815,18.09480968,480,"","480","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","yes"
120.8601019,18.06839921,181,"","181","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
120.8757326,16.32908116,779,"","779","","no","","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","grassland","","no"
120.881931,13.39536311,81,"","81","","no","none","non-forest","","grassland","grassland","non-forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","shrubs","","Not Measured"
120.8838174,15.42896925,875,"","875","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
120.8867819,16.60935553,522,"","522","","no","The pixel is at the edge of the forest patch. The area in its eastern side has some disturbance in the forest.","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","yes"
120.8951362,16.75838604,408,"","408","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
120.8981006,17.41783929,97,"","97","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
120.9018736,12.70842141,120,"","120","","LabelPerennial-MapDEF1","NDFI shows low indices during the months of march to april (dry season); can't fully identify if its coconut or oil pam plantation","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","coconut / other palm","Not Measured"
120.904838,12.91162033,917,"","917","","no","Partly annual and partly shrub","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","yes"
120.906455,15.27481834,603,"","603","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
120.9164263,17.581153,785,"","785","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
120.9180432,17.61295337,735,"","735","","no","mix of annual and perennial","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","yes"
120.9201992,12.74129975,273,"","273","leizeldelacruz@gmail.com","high","","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,"","",NA,"inland forest","","","no"
120.9212772,18.50605842,65,"","65","","multiple events","","non-forest","","","","Reforestation","","","","multiple events ecologically possible",""," agroforestry","","Not Measured",NA,"Conversion of forests (plantations,multiple events ecologically possible,multiple events ecologically possible,multiple events,year 2019","","2016","high","","","",NA,"2017","Deforestation","no","Deforestation"
120.927745,14.83096076,795,"","795","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
120.930979,12.72324361,142,"","142","","","non-forest","  near coconut plantations but in 2018"," the NDFI become stable 1.,,deforested epoch 1,34453723,Reforestation,NA,NA,NA,fruit trees (mango","","","","inland forest","","","","","","","","","Cloudy images but based from surrounding area,Reforestation,,Not Measured,yes,16600300,NA,deforested epoch 1,deforested,forest,,, rambutan durian)","","","","Deforestation","","",NA,"","no"," cashew","low"
120.9339434,17.59974813,70,"","70","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
120.9350214,13.12128711,306,"","306","","no","","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","grassland","","no"
120.9350214,13.37299506,867,"Degradation","867","","no","The plot is at the edge of forest patch with surrounding areas being cleared.","forest","inland forest","","","forest","yes","2010","Degradation","Kaingin making","","no",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
120.9366384,16.5411734,808,"","808","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
120.9444537,12.72513007,186,"Multiple events","186","","no","","forest","inland forest","","","forest","yes","2002","Degradation","Legal / illegal logging / poaching","","yes","2006","Degradation","Unsure","","no",NA,"",NA,"","","","inland forest","","","no"
120.9468791,15.36078712,238,"","238","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
120.9476876,18.53273838,52,"","52","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
120.9487656,15.78551058,6,"","6","","no","Clear imagery of cropland","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","annual crop","","Not Measured"
120.9519995,15.13414217,478,"","478","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
120.952269,18.2732151,22,"","22","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
120.9563115,13.42608549,342,"","342","","LabelPerennial-MapDEF23","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","yes"
120.9584674,12.66745823,959,"","959","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
120.9584674,13.44387213,567,"","567","","no","very cloudy images","non-forest","","shrubs","shrubs","non-forest","yes","2015","Reforestation","","","no",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
120.9584674,14.11706961,533,"","533","","no","","non-forest","","built-up","built-up","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","built-up","","no"
120.9630488,17.32486365,678,"","678","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
120.9641268,14.33832466,284,"","284","","no","","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","grassland","","no"
120.9662828,17.4218817,210,"","210","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
120.9708642,17.83393893,854,"","854","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
120.9751761,15.04224452,574,"","574","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
120.980566,16.65705607,724,"","724","","no"," none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
120.9867643,15.42438784,957,"","957","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
120.9953882,14.12569343,561,"","561","","no","none","non-forest","","built-up","built-up","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","built-up","","no"
121.0007781,13.28999072,232,"","232","","no","In Mount Halcon","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
121.0015866,17.16154994,705,"","705","","stable nonforest","","non-forest","","","","","shrubs","","","","","","","","","","","","",NA,"","","","","perennial crop","fruit trees (mango,N/A non-forest entire time,,stable non forest, cashew,multiple events noise,,38230058,NA,multiple events,stable non forest,,,,,non-forest,,,,14083476,NA, rambutan durian)",NA
121.004012,16.96616636,842,"","842","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
121.0134443,16.86807033,187,"","187","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
121.0166782,15.57719127,256,"","256","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
121.026919,16.54764127,329,"","329","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
121.0282665,18.36026185,458,"","458","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
121.030692,18.39125373,196,"","196","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
121.0371598,16.63522701,194,"","194","leizeldelacruz@gmail.com","high","","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,"","",NA,"inland forest","","","no"
121.0376988,17.34022485,543,"","543","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
121.056294,14.81371311,84,"","84","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","built-up","","Not Measured"
121.0579109,13.65488639,326,"","326","","no","","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
121.0603364,15.53730607,105,"","105","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","coconut / other palm","Not Measured"
121.0697687,16.7201178,460,"","460","","stable non forest",""," houses and road,leizeldelacruz@gmail.com,60,non-forest,,stable non forest,stable nonforest,no,,,built-up,non-forest,mix of perennial","148198299","","",NA,"","","","stable non forest",NA,"","","stable non forest","","","","N/A non-forest entire time","high","","","","","","stable non forest",NA,NA
121.0700382,16.23017665,835,"","835","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
121.0759671,14.64770444,927,"","927","","no","","non-forest","","built-up","built-up","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","built-up","","no"
121.0910588,15.21876347,461,"","461","",""," avocado","non-forest","","","","","Deforestation","","","","","","","","","Deforestation","","","","high","","","","",""," fishpond), rambutan durian)",""
121.1039945,17.18257051,92,"","92","","no","Consistent forest","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
121.1061504,16.41585842,851,"","851","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
121.1080369,5.954617608,702,"","702","","no","","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","grassland","","no"
121.1088454,17.34507575,26,"","26","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
121.1104624,17.57818856,325,"","325","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
121.1136963,13.19216419,155,"Degradation","155","","no","none","forest","inland forest","","","forest","yes","2016","Degradation","Landslides","","no",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
121.1136963,14.18282628,915,"","915","","no","","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","built-up","","no"
121.1150438,16.04314741,171,"","171","","no","","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","grassland","","no"
121.1182777,17.08447448,320,"","320","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
121.1236676,17.48009253,193,"","193","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
121.126093,16.9243947,524,"","524","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
121.1290575,15.09533495,134,"","134","","no","","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","shrubs","","Not Measured"
